Id,SalePrice
1763,180418.73
1764,108721.766
1765,170558.33
1766,193015.05
1767,225969.8
1768,139366.2
1769,171838.8
1770,168798.16
1771,118493.375
1772,135255.02
1773,116424.44
1774,153541.33
1775,145060.39
1776,133844.23
1777,106599.82
1778,150214.98
1779,137703.92
1780,175050.45
1781,123952.4
1782,73025.695
1783,156556.48
1784,108811.37
1785,129789.59
1786,143911.7
1787,173635.73
1788,43836.766
1789,102102.78
1790,71285.4
1791,206854.58
1792,166059.02
1793,131748.16
1794,176563.77
1795,126992.414
1796,126983.875
1797,127103.47
1798,124868.69
1799,95885.19
1800,118482.17
1801,118161.39
1802,130888.234
1803,160032.84
1804,124497.66
1805,131781.55
1806,117504.39
1807,153283.03
1808,125502.79
1809,140302.75
1810,145356.66
1811,92466.08
1812,99532.23
1813,129187.19
1814,93614.17
1815,40142.59
1816,99767.33
1817,119019.4
1818,165519.86
1819,122728.36
1820,39634.387
1821,111567.914
1822,162333.55
1823,38542.805
1824,146887.25
1825,142898.61
1826,95940.27
1827,105961.02
1828,141283.03
1829,158361.83
1830,158060.6
1831,147104.27
1832,72331.336
1833,149695.48
1834,112898.23
1835,112390.45
1836,121857.29
1837,74227.39
1838,114626.07
1839,109024.74
1840,162538.84
1841,127057.16
1842,92181.29
1843,138646.12
1844,141615.86
1845,147478.61
1846,153022.27
1847,171326.52
1848,37680.14
1849,124060.32
1850,117046.29
1851,140659.86
1852,117149.63
1853,127048.59
1854,162244.39
1855,142069.28
1856,234105.14
1857,130889.86
1858,130481.11
1859,109000.54
1860,136839.14
1861,110626.39
1862,316676.7
1863,302298.94
1864,302312.5
1865,348757.97
1866,331950.34
1867,223612.77
1868,286602.7
1869,214044.3
1870,225810.58
1871,267073.2
1872,183282.27
1873,256395.17
1874,141495.19
1875,188944.77
1876,197306.6
1877,202867.2
1878,202242.83
1879,126810.44
1880,122426.56
1881,247131.22
1882,236952.7
1883,184905.89
1884,196924.61
1885,220442.64
1886,279213.53
1887,223036.61
1888,259176.97
1889,175160.81
1890,108434.984
1891,117388.59
1892,97965.516
1893,123082.734
1894,120316.32
1895,133662.83
1896,120021.72
1897,113097.08
1898,100606.0
1899,163476.48
1900,161434.23
1901,182690.98
1902,161337.7
1903,225530.48
1904,154626.44
1905,200810.98
1906,158396.58
1907,209261.39
1908,108179.92
1909,135650.03
1910,121671.914
1911,222876.45
1912,308263.0
1913,169983.05
1914,51550.61
1915,322160.34
1916,36565.05
1917,239147.73
1918,138275.23
1919,164278.36
1920,158247.61
1921,367930.22
1922,328777.0
1923,232020.28
1924,227598.94
1925,211504.83
1926,363828.47
1927,122013.86
1928,169402.58
1929,111918.766
1930,118588.37
1931,129085.44
1932,127480.05
1933,197780.36
1934,183913.17
1935,170721.02
1936,200865.3
1937,179048.05
1938,169643.38
1939,255994.95
1940,196327.86
1941,165071.66
1942,159935.45
1943,228494.34
1944,359125.88
1945,375781.5
1946,126093.45
1947,290948.75
1948,172540.61
1949,247420.45
1950,196294.19
1951,245422.02
1952,206800.58
1953,181620.27
1954,185865.58
1955,132163.27
1956,286513.2
1957,155302.45
1958,265986.16
1959,140665.98
1960,85969.016
1961,125665.234
1962,93585.34
1963,109205.17
1964,105268.2
1965,138523.11
1966,137328.1
1967,307960.62
1968,399742.75
1969,370591.8
1970,386862.22
1971,432150.75
1972,370844.47
1973,295422.75
1974,335879.47
1975,448033.9
1976,287442.62
1977,360080.5
1978,335462.06
1979,318706.28
1980,194732.95
1981,344033.25
1982,224541.48
1983,211599.7
1984,179693.84
1985,230679.77
1986,205680.73
1987,191375.27
1988,177478.78
1989,196451.16
1990,210940.17
1991,232107.72
1992,232702.83
1993,171861.58
1994,224300.45
1995,186324.08
1996,281720.75
1997,316326.72
1998,304046.75
1999,307391.7
2000,311243.62
2001,292809.6
2002,249326.61
2003,257740.72
2004,293641.88
2005,234959.02
2006,223195.58
2007,248085.11
2008,227031.11
2009,210953.53
2010,197647.73
2011,130689.61
2012,182903.5
2013,179753.7
2014,190373.92
2015,218519.52
2016,199630.17
2017,204896.45
2018,111063.62
2019,126011.16
2020,75889.36
2021,91403.56
2022,208002.17
2023,131133.44
2024,276087.3
2025,347199.28
2026,175309.39
2027,160807.45
2028,155456.8
2029,166237.28
2030,262901.12
2031,240976.08
2032,262461.8
2033,250035.89
2034,173191.61
2035,235274.36
2036,209137.44
2037,213103.48
2038,308053.94
2039,238654.61
2040,320614.0
2041,298343.8
2042,212764.33
2043,182712.83
2044,177829.84
2045,204101.14
2046,132677.64
2047,132837.83
2048,151171.33
2049,140417.48
2050,164165.33
2051,108564.98
2052,115834.6
2053,144305.83
2054,78371.74
2055,166025.45
2056,135804.14
2057,96974.58
2058,221177.61
2059,124870.57
2060,181090.94
2061,164300.55
2062,115419.27
2063,109097.95
2064,137600.45
2065,120888.5
2066,174113.33
2067,121948.266
2068,146142.92
2069,81842.64
2070,110084.64
2071,99565.03
2072,159152.27
2073,118784.81
2074,177066.64
2075,158183.64
2076,127164.34
2077,150589.45
2078,123016.64
2079,137668.8
2080,110196.6
2081,118213.28
2082,131195.69
2083,153165.47
2084,104715.19
2085,95594.64
2086,111389.82
2087,111432.66
2088,99848.93
2089,74745.91
2090,124706.67
2091,94981.22
2092,140460.9
2093,130265.24
2094,118246.16
2095,150354.72
2096,79917.8
2097,93761.0
2098,151486.92
2099,34417.582
2100,54704.227
2101,121104.14
2102,128865.45
2103,94893.36
2104,132333.36
2105,142039.17
2106,39057.68
2107,200531.9
2108,114085.66
2109,102563.28
2110,119759.97
2111,138097.3
2112,139434.84
2113,105492.69
2114,113349.39
2115,158784.36
2116,122980.21
2117,154616.23
2118,125409.42
2119,115307.266
2120,113240.61
2121,93825.266
2122,115842.58
2123,88040.625
2124,173983.17
2125,133158.77
2126,164673.67
2127,179117.72
2128,129865.695
2129,74218.586
2130,131997.66
2131,138682.94
2132,117074.234
2133,128048.0
2134,121785.03
2135,93362.91
2136,56917.824
2137,107185.3
2138,124394.55
2139,141138.7
2140,141456.53
2141,162406.2
2142,126330.24
2143,158291.22
2144,111049.94
2145,139334.08
2146,187497.89
2147,148498.58
2148,133717.81
2149,147632.73
2150,246783.77
2151,124340.41
2152,178839.06
2153,189425.98
2154,106127.09
2155,141422.08
2156,243482.42
2157,237697.1
2158,245542.94
2159,220566.84
2160,195918.75
2161,235548.14
2162,367878.3
2163,346617.12
2164,251793.73
2165,206685.02
2166,159606.38
2167,214761.73
2168,175677.77
2169,194286.73
2170,212655.11
2171,150484.52
2172,135896.05
2173,183578.1
2174,215904.14
2175,282186.06
2176,304144.06
2177,239928.8
2178,216539.03
2179,129538.484
2180,212960.11
2181,194782.39
2182,220405.36
2183,195651.98
2184,124233.89
2185,118166.625
2186,152932.61
2187,155813.0
2188,168947.39
2189,296096.0
2190,75770.72
2191,56010.12
2192,83338.97
2193,122908.86
2194,112814.984
2195,84282.11
2196,98849.63
2197,115803.59
2198,168176.53
2199,190857.25
2200,148715.27
2201,150507.47
2202,203043.08
2203,146172.7
2204,169620.8
2205,111326.086
2206,151789.67
2207,228899.83
2208,256147.75
2209,256833.55
2210,124416.1
2211,123006.445
2212,120058.55
2213,104221.41
2214,139087.3
2215,96961.516
2216,143888.9
2217,49876.074
2218,63130.66
2219,63104.043
2220,38786.035
2221,323566.4
2222,295662.3
2223,298146.88
2224,219426.08
2225,125756.44
2226,178173.36
2227,208952.14
2228,290214.3
2229,251296.45
2230,151768.3
2231,219144.11
2232,185267.58
2233,184388.52
2234,258835.17
2235,231882.23
2236,252686.39
2237,313654.03
2238,207781.73
2239,94260.09
2240,154200.56
2241,130483.17
2242,123503.64
2243,124402.09
2244,97368.45
2245,103317.984
2246,124985.31
2247,142439.38
2248,124137.95
2249,110389.26
2250,121650.26
2251,98313.81
2252,193672.58
2253,160592.3
2254,178518.95
2255,189459.86
2256,170191.2
2257,205565.88
2258,144134.62
2259,177450.55
2260,139905.0
2261,215110.05
2262,219445.33
2263,366858.66
2264,428713.16
2265,154921.97
2266,300299.8
2267,358357.7
2268,390967.25
2269,159706.95
2270,193998.27
2271,207394.98
2272,203393.22
2273,151935.55
2274,182582.3
2275,165113.17
2276,185083.27
2277,178328.05
2278,152642.98
2279,122000.37
2280,96974.0
2281,165248.23
2282,178961.52
2283,113925.5
2284,116100.51
2285,141475.4
2286,116457.45
2287,365068.0
2288,289631.12
2289,342449.62
2290,409619.7
2291,342130.34
2292,406206.12
2293,430433.5
2294,386514.62
2295,450659.22
2296,265948.97
2297,363752.8
2298,359621.75
2299,351907.2
2300,321332.84
2301,335179.84
2302,259469.34
2303,249700.17
2304,259270.08
2305,204208.83
2306,195341.27
2307,209617.05
2308,225700.45
2309,296201.94
2310,224096.2
2311,214529.03
2312,184556.08
2313,166225.77
2314,169874.7
2315,183285.36
2316,204172.11
2317,188558.17
2318,182359.77
2319,185974.45
2320,176611.23
2321,242157.95
2322,194319.17
2323,198041.16
2324,193176.8
2325,212745.67
2326,182962.83
2327,196592.55
2328,224262.83
2329,189891.52
2330,183071.89
2331,333119.03
2332,368177.44
2333,310544.62
2334,263607.56
2335,290631.44
2336,302222.38
2337,191914.48
2338,251569.36
2339,228057.78
2340,386027.8
2341,220845.05
2342,235886.4
2343,233351.42
2344,219590.12
2345,236219.61
2346,217057.19
2347,198467.48
2348,253290.86
2349,200377.45
2350,321200.88
2351,262949.75
2352,245462.86
2353,249099.64
2354,151820.58
2355,151112.77
2356,144151.11
2357,192126.52
2358,198397.27
2359,128535.484
2360,109257.42
2361,156538.52
2362,252103.02
2363,138114.5
2364,170890.58
2365,218057.33
2366,197508.45
2367,214460.39
2368,219055.12
2369,216255.0
2370,169873.23
2371,158756.92
2372,189211.28
2373,291572.3
2374,315811.1
2375,251427.95
2376,298109.03
2377,323011.22
2378,141667.36
2379,207447.42
2380,139204.6
2381,169356.08
2382,214662.02
2383,190445.55
2384,238294.58
2385,164432.05
2386,121440.18
2387,116983.34
2388,113961.5
2389,118155.95
2390,156074.7
2391,143779.52
2392,114542.76
2393,179268.36
2394,150349.25
2395,213419.97
2396,137721.28
2397,205758.39
2398,137211.38
2399,68310.516
2400,64350.55
2401,124982.8
2402,141370.17
2403,147513.39
2404,157814.38
2405,160537.73
2406,139620.08
2407,120658.336
2408,138780.52
2409,101680.53
2410,175345.39
2411,112564.05
2412,153979.02
2413,120275.7
2414,164597.25
2415,134436.97
2416,130691.12
2417,143584.83
2418,132703.55
2419,120450.14
2420,125445.586
2421,130520.02
2422,103759.09
2423,133340.7
2424,149193.36
2425,221302.97
2426,154491.61
2427,133369.62
2428,199640.64
2429,97909.19
2430,126530.42
2431,99928.06
2432,153401.42
2433,155089.39
2434,144230.34
2435,165981.53
2436,106843.73
2437,86557.97
2438,113346.44
2439,99964.85
2440,128025.375
2441,101159.36
2442,90078.95
2443,142114.77
2444,128244.805
2445,81895.53
2446,144561.48
2447,212747.89
2448,137121.83
2449,118647.91
2450,157374.73
2451,122107.52
2452,203489.66
2453,88467.18
2454,118705.25
2455,135803.0
2456,132692.55
2457,142037.17
2458,145820.6
2459,120986.234
2460,156685.98
2461,130274.03
2462,129813.67
2463,130872.0
2464,187648.55
2465,138593.22
2466,121377.914
2467,136249.48
2468,99540.89
2469,86545.55
2470,205014.56
2471,213364.02
2472,165052.55
2473,105585.69
2474,57742.234
2475,211206.36
2476,102106.016
2477,109326.22
2478,146164.27
2479,92330.56
2480,164182.52
2481,127389.16
2482,111352.78
2483,97320.445
2484,129116.35
2485,118999.76
2486,150860.36
2487,197119.02
2488,177087.3
2489,160768.0
2490,136310.42
2491,95090.95
2492,198026.27
2493,161211.89
2494,150221.02
2495,66108.52
2496,227883.67
2497,154786.45
2498,112281.664
2499,80666.09
2500,118752.18
2501,135686.69
2502,145950.1
2503,106183.14
2504,174216.33
2505,226758.14
2506,256019.23
2507,283635.44
2508,252677.28
2509,223043.12
2510,215119.52
2511,176019.48
2512,211440.14
2513,228741.23
2514,248846.11
2515,152179.88
2516,177491.33
2517,146820.02
2518,152979.11
2519,247025.89
2520,224288.64
2521,187750.3
2522,222832.86
2523,105214.516
2524,135616.16
2525,142272.78
2526,154702.05
2527,112843.7
2528,126249.016
2529,154592.64
2530,120963.83
2531,255656.55
2532,220471.3
2533,201559.42
2534,245027.98
2535,267643.0
2536,221862.98
2537,250390.89
2538,190851.03
2539,191874.6
2540,184419.33
2541,182611.1
2542,165645.28
2543,110976.12
2544,107946.46
2545,136745.36
2546,125623.82
2547,154633.1
2548,170617.92
2549,168164.77
2550,615002.9
2551,132932.34
2552,138515.92
2553,57244.164
2554,92513.2
2555,107896.87
2556,88049.07
2557,96411.59
2558,171973.02
2559,144971.98
2560,174221.64
2561,160447.28
2562,154145.61
2563,151768.19
2564,209157.02
2565,173980.45
2566,162546.58
2567,140637.28
2568,230309.58
2569,238417.3
2570,116694.25
2571,191154.69
2572,159951.64
2573,228055.14
2574,270815.3
2575,138528.14
2576,136411.05
2577,162157.17
2578,64633.7
2579,29411.117
2580,97034.59
2581,127041.72
2582,126090.42
2583,285537.2
2584,175052.7
2585,192555.58
2586,215061.27
2587,207890.52
2588,139370.17
2589,144997.48
2590,216883.06
2591,242257.39
2592,218000.67
2593,264135.88
2594,180362.42
2595,223202.7
2596,303364.7
2597,206553.58
2598,282974.12
2599,337992.12
2600,160911.66
2601,132743.11
2602,68737.555
2603,86252.61
2604,84519.34
2605,64126.457
2606,134427.22
2607,236244.94
2608,197131.89
2609,163287.05
2610,111656.8
2611,121142.21
2612,158007.62
2613,122697.3
2614,106917.2
2615,162787.39
2616,159813.97
2617,203818.28
2618,237444.58
2619,214112.14
2620,196756.8
2621,173772.73
2622,182575.12
2623,228463.36
2624,299306.8
2625,272811.8
2626,174386.39
2627,170590.34
2628,442199.97
2629,462601.28
2630,372512.88
2631,429432.56
2632,396891.12
2633,300879.12
2634,400564.94
2635,145064.95
2636,172873.34
2637,199238.95
2638,262262.03
2639,181869.33
2640,156284.55
2641,102331.875
2642,180072.64
2643,115722.43
2644,108780.44
2645,109618.65
2646,95989.16
2647,109436.336
2648,136192.7
2649,149655.42
2650,128626.23
2651,137864.14
2652,373441.25
2653,257675.36
2654,271408.2
2655,399103.56
2656,335474.5
2657,348876.06
2658,322351.8
2659,323999.16
2660,361751.25
2661,348559.8
2662,370765.7
2663,286212.25
2664,289223.62
2665,340669.0
2666,293833.12
2667,180324.23
2668,186345.55
2669,187389.55
2670,269484.4
2671,195996.08
2672,199251.17
2673,195746.58
2674,194186.56
2675,188163.08
2676,197481.98
2677,199713.4
2678,238659.9
2679,288830.12
2680,287043.2
2681,388620.88
2682,313591.1
2683,464601.84
2684,315834.0
2685,317638.62
2686,255170.08
2687,303546.7
2688,209972.56
2689,213601.56
2690,365902.06
2691,191859.52
2692,156576.77
2693,206232.23
2694,136209.12
2695,203091.14
2696,187626.6
2697,187802.14
2698,204338.23
2699,168708.4
2700,149158.06
2701,146354.55
2702,105125.805
2703,123707.34
2704,151637.05
2705,108027.37
2706,82679.63
2707,117840.94
2708,137992.05
2709,116569.89
2710,130859.625
2711,284191.0
2712,388194.88
2713,163863.89
2714,144508.88
2715,175041.42
2716,142839.98
2717,191913.39
2718,213062.11
2719,138864.86
2720,184455.83
2721,119739.14
2722,151014.77
2723,138672.67
2724,115744.7
2725,121906.39
2726,138156.6
2727,175493.9
2728,192444.77
2729,148193.34
2730,142186.33
2731,133394.31
2732,140925.77
2733,162751.64
2734,133234.17
2735,130648.92
2736,137421.55
2737,120709.34
2738,129633.11
2739,152389.7
2740,142719.39
2741,140463.81
2742,168535.89
2743,152542.95
2744,168416.61
2745,142406.73
2746,135075.3
2747,156777.42
2748,116258.84
2749,134936.56
2750,116870.53
2751,133834.75
2752,215723.05
2753,159662.48
2754,246752.55
2755,146587.12
2756,88323.61
2757,66840.16
2758,93618.08
2759,176544.31
2760,132430.16
2761,143728.34
2762,125968.02
2763,186537.9
2764,149026.48
2765,286393.5
2766,115755.836
2767,84487.39
2768,129305.66
2769,143002.28
2770,143473.3
2771,97830.2
2772,100745.61
2773,187088.52
2774,138266.55
2775,120075.805
2776,145059.77
2777,158330.61
2778,114708.95
2779,125043.89
2780,94080.25
2781,82868.49
2782,82906.53
2783,94099.17
2784,131576.94
2785,141374.48
2786,52102.355
2787,126325.52
2788,63763.957
2789,173574.83
2790,105981.93
2791,106069.3
2792,61962.94
2793,153999.86
2794,95913.96
2795,116644.125
2796,100972.53
2797,194612.95
2798,114358.26
2799,105246.85
2800,65691.29
2801,109195.69
2802,119656.53
2803,159525.23
2804,130731.555
2805,111741.34
2806,66890.18
2807,170111.5
2808,165887.53
2809,126095.95
2810,123537.56
2811,185658.72
2812,185215.95
2813,154453.1
2814,149834.11
2815,109236.516
2816,223548.42
2817,167031.33
2818,124086.875
2819,198275.55
2820,138281.19
2821,121569.0
2822,188670.53
2823,303262.8
2824,178769.45
2825,166420.42
2826,134402.27
2827,131022.15
2828,229074.06
2829,226176.02
2830,234293.61
2831,194609.89
2832,233739.14
2833,315020.78
2834,230441.83
2835,229055.23
2836,202255.61
2837,158885.33
2838,137043.22
2839,164680.7
2840,205328.98
2841,204884.58
2842,231896.2
2843,149193.33
2844,183789.95
2845,121783.36
2846,210950.89
2847,218853.11
2848,204376.03
2849,199159.42
2850,274750.94
2851,206361.11
2852,227672.28
2853,233971.42
2854,140208.8
2855,204421.83
2856,204068.33
2857,192272.98
2858,212206.16
2859,87019.81
2860,149457.14
2861,123605.19
2862,204188.83
2863,143311.73
2864,261878.4
2865,138213.44
2866,138503.05
2867,92024.414
2868,107137.875
2869,88693.8
2870,118418.27
2871,77381.08
2872,9110.842
2873,87223.56
2874,144967.55
2875,106062.5
2876,163881.06
2877,148619.97
2878,152886.36
2879,136433.34
2880,96256.65
2881,144303.8
2882,186983.8
2883,204776.52
2884,207148.33
2885,189539.8
2886,242467.02
2887,104989.43
2888,154379.77
2889,46306.53
2890,77613.04
2891,138041.92
2892,29066.963
2893,78039.69
2894,30377.807
2895,335682.38
2896,289331.4
2897,220912.88
2898,141464.75
2899,217453.8
2900,166129.84
2901,215354.58
2902,184835.66
2903,314510.16
2904,339788.66
2905,54589.668
2906,204210.55
2907,108468.55
2908,113496.7
2909,140015.47
2910,70648.63
2911,70908.22
2912,149151.97
2913,65821.38
2914,65656.71
2915,77629.125
2916,75359.625
2917,175674.4
2918,113111.19
2919,233196.3
